goal,target,indicator,seriesCode,seriesDesc,release,geoAreaCode,geoAreaName,parentCode,parentName,type,ISO3,UN_Member,X,Y,ihrCapacityCode,ihrCapacityDesc,unitsCode,unitsDesc,unitmultiplierCode,unitmultiplierDesc,reportingTypeCode,reportingTypeDesc,valueDetails,footnotes,sources,timeDetails,nature,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_latest_year,latest_year,ObjectId
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR13,Radionuclear emergencies,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,25,0,0,0,,,,,0,2014,4264
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR09,Points of entry,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,35,41,45,48,,,,,48,2014,4265
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR01,"National legislation, policy and financing",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,0,0,25,75,,,,,75,2014,4266
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR06,Risk communication,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,86,86,86,100,,,,,100,2014,4267
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR07,Human resources,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,25,40,60,60,,,,,60,2014,4268
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR08,Laboratory,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,60,66,61,66,,,,,66,2014,4269
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR02,Coordination and National Focal Point communications,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,40,73,73,90,,,,,90,2014,4270
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR03,Surveillance,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,45,80,80,80,,,,,80,2014,4271
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR04,Response,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,71,76,76,81,,,,,81,2014,4272
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,IHR05,Preparedness,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,20,50,41,60,,,,,60,2014,4273
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR07,"Human resources
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,60,60,2018,4274
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR06,"Surveillance
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,80,80,2018,4275
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR05,"Laboratory
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,47,47,2018,4276
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR04,"Food safety
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,20,20,2018,4277
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR03,"Zoonotic events and the human–animal interface
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,20,20,2018,4278
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR02,"IHR Coordination and National IHR Focal Point Functions
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,70,70,2018,4279
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR01,Legislation and Financing,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,20,20,2018,4280
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR09,"Health Service Provision
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,20,20,2018,4281
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR11,"Points of entry
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,30,30,2018,4282
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR13,"Radiation emergencies
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,20,20,2018,4283
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR12,"Chemical events
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,20,20,2018,4284
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR10,"Risk Communication
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,20,20,2018,4285
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,598,Papua New Guinea,54,Melanesia,Country,PNG,1,145.8587761,-6.756057077,SPAR08,"National Health Emergency Framework
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,40,40,2018,4286
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR10, Zoonotic events,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,100,33,67,,89,89,78,,78,2017,4287
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR11,Food safety,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,100,60,73,,47,67,67,,67,2017,4288
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR12,Chemical events,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,58,46,69,,69,38,38,,38,2017,4289
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR13,Radionuclear emergencies,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,67,71,77,,92,77,69,,69,2017,4290
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR09,Points of entry,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,0,37,34,,86,100,100,,100,2017,4291
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR01,"National legislation, policy and financing",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,100,50,100,,100,100,100,,100,2017,4292
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR06,Risk communication,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,100,100,100,,100,100,100,,100,2017,4293
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR07,Human resources,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,100,60,60,,80,60,60,,60,2017,4294
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR08,Laboratory,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,100,96,100,,76,76,76,,76,2017,4295
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR02,Coordination and National Focal Point communications,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,80,80,90,,100,100,100,,100,2017,4296
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR03,Surveillance,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,100,55,70,,95,85,85,,85,2017,4297
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR04,Response,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,100,82,83,,94,89,89,,89,2017,4298
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,IHR05,Preparedness,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,75,10,53,,43,43,43,,43,2017,4299
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR07,"Human resources
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,80,80,2018,4300
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR06,"Surveillance
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,80,80,2018,4301
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR05,"Laboratory
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,53,53,2018,4302
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR04,"Food safety
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,80,80,2018,4303
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR03,"Zoonotic events and the human–animal interface
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,80,80,2018,4304
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR02,"IHR Coordination and National IHR Focal Point Functions
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,90,90,2018,4305
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR01,Legislation and Financing,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,40,40,2018,4306
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR09,"Health Service Provision
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,47,47,2018,4307
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR11,"Points of entry
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,60,60,2018,4308
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR13,"Radiation emergencies
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,20,20,2018,4309
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR12,"Chemical events
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,60,60,2018,4310
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR10,"Risk Communication
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,80,80,2018,4311
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,600,Paraguay,5,South America,Country,PRY,1,-60.54854225,-21.70216237,SPAR08,"National Health Emergency Framework
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,40,40,2018,4312
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR10, Zoonotic events,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,78,100,100,100,100,100,,100,2017,4313
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR11,Food safety,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,93,87,100,100,67,53,,53,2017,4314
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR12,Chemical events,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,8,31,46,69,31,8,,8,2017,4315
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR13,Radionuclear emergencies,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,0,69,85,100,100,92,,92,2017,4316
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR09,Points of entry,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,27,21,27,24,27,9,,9,2017,4317
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR01,"National legislation, policy and financing",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,100,100,100,100,25,50,,50,2017,4318
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR06,Risk communication,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,57,100,100,100,57,71,,71,2017,4319
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR07,Human resources,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,80,80,80,80,100,60,,60,2017,4320
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR08,Laboratory,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,77,87,100,100,90,100,,100,2017,4321
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR02,Coordination and National Focal Point communications,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,50,56,83,100,80,100,,100,2017,4322
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR03,Surveillance,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,100,95,100,100,90,100,,100,2017,4323
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR04,Response,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,87,88,94,94,78,77,,77,2017,4324
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,IHR05,Preparedness,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,50,65,90,90,62,35,,35,2017,4325
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,SPAR07,"Human resources
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,40,40,2018,4326
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,SPAR06,"Surveillance
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,70,70,2018,4327
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,SPAR05,"Laboratory
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,47,47,2018,4328
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,SPAR04,"Food safety
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,40,40,2018,4329
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,SPAR03,"Zoonotic events and the human–animal interface
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,60,60,2018,4330
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,SPAR02,"IHR Coordination and National IHR Focal Point Functions
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,50,50,2018,4331
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,SPAR01,Legislation and Financing,PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,53,53,2018,4332
3,3.d,3.d.1,SH_IHR_CAPS,"International Health Regulations (IHR) capacity, by type of IHR capacity (%)",2019.Q2.G.01,604,Peru,5,South America,Country,PER,1,-71.82093277,-13.58939705,SPAR09,"Health Service Provision
",PERCENT,Percentage,,,G,Global,,,"Global Health Observatory (GHO), World Health Organisation (WHO)",,NA: Data nature not available,,,,,,,,,33,33,2018,4333
